
    1  5.541739E+0005  5.153038E+0002  5.873297E-0004  9.995253E-0001 -1.562343E-0003
    2  5.546913E+0005  5.156077E+0002  5.873297E-0004  9.990506E-0001 -1.562539E-0003
    3  5.552086E+0005  5.159114E+0002  5.872117E-0004  9.985759E-0001 -1.562657E-0003
    4  5.557259E+0005  5.162153E+0002  5.873297E-0004  9.981011E-0001 -1.562539E-0003
    5  5.562432E+0005  5.165191E+0002  5.873297E-0004  9.976264E-0001 -1.562343E-0003
    6  5.567605E+0005  5.168229E+0002  5.873297E-0004  9.971517E-0001 -1.562539E-0003
    7  5.572778E+0005  5.171268E+0002  5.873297E-0004  9.966769E-0001 -1.562539E-0003
    8  5.577951E+0005  5.174305E+0002  5.872117E-0004  9.962022E-0001 -1.562657E-0003
    9  5.583124E+0005  5.177344E+0002  5.873297E-0004  9.957275E-0001 -1.562343E-0003
   10  5.588298E+0005  5.180382E+0002  5.873297E-0004  9.952528E-0001 -1.562539E-0003
   11  5.593471E+0005  5.183420E+0002  5.873297E-0004  9.947781E-0001 -1.562343E-0003
   12  5.598644E+0005  5.186459E+0002  5.873297E-0004  9.943033E-0001 -1.562539E-0003
   13  5.603817E+0005  5.189496E+0002  5.872117E-0004  9.938286E-0001 -1.562853E-0003
   14  5.608990E+0005  5.192535E+0002  5.873297E-0004  9.933539E-0001 -1.562343E-0003
   15  5.614163E+0005  5.195573E+0002  5.873297E-0004  9.928792E-0001 -1.562539E-0003
   16  5.619336E+0005  5.198611E+0002  5.873297E-0004  9.924044E-0001 -1.562539E-0003
   17  5.624509E+0005  5.201650E+0002  5.873297E-0004  9.919297E-0001 -1.562343E-0003
   18  5.629683E+0005  5.204688E+0002  5.873297E-0004  9.914550E-0001 -1.562539E-0003
   19  5.634856E+0005  5.207726E+0002  5.873297E-0004  9.909802E-0001 -1.562539E-0003
   20  5.640029E+0005  5.210765E+0002  5.873297E-0004  9.905055E-0001 -1.562343E-0003
   21  5.645202E+0005  5.213803E+0002  5.873297E-0004  9.900308E-0001 -1.562539E-0003
   22  5.650375E+0005  5.216841E+0002  5.873297E-0004  9.895560E-0001 -1.562539E-0003
   23  5.655548E+0005  5.219880E+0002  5.873297E-0004  9.890813E-0001 -1.562539E-0003
   24  5.660721E+0005  5.222918E+0002  5.873297E-0004  9.886065E-0001 -1.562539E-0003
   25  5.665894E+0005  5.225956E+0002  5.873297E-0004  9.881318E-0001 -1.562539E-0003
   26  5.671068E+0005  5.228995E+0002  5.873297E-0004  9.876571E-0001 -1.562343E-0003
   27  5.676241E+0005  5.232033E+0002  5.873297E-0004  9.871823E-0001 -1.562539E-0003
   28  5.681414E+0005  5.235072E+0002  5.874477E-0004  9.867075E-0001 -1.562422E-0003
   29  5.686587E+0005  5.238110E+0002  5.873297E-0004  9.862328E-0001 -1.562539E-0003
   30  5.691760E+0005  5.241149E+0002  5.873297E-0004  9.857580E-0001 -1.562539E-0003
   31  5.696933E+0005  5.244187E+0002  5.873297E-0004  9.852833E-0001 -1.562539E-0003
   32  5.702106E+0005  5.247225E+0002  5.873297E-0004  9.848085E-0001 -1.562539E-0003
   33  5.707279E+0005  5.250264E+0002  5.873297E-0004  9.843338E-0001 -1.562539E-0003
   34  5.712453E+0005  5.253303E+0002  5.874477E-0004  9.838590E-0001 -1.562225E-0003
   35  5.717626E+0005  5.256341E+0002  5.873297E-0004  9.833843E-0001 -1.562539E-0003
   36  5.722799E+0005  5.259379E+0002  5.873297E-0004  9.829095E-0001 -1.562539E-0003
   37  5.727972E+0005  5.262418E+0002  5.873297E-0004  9.824347E-0001 -1.562539E-0003
   38  5.733145E+0005  5.265457E+0002  5.874477E-0004  9.819599E-0001 -1.562422E-0003
   39  5.738318E+0005  5.268495E+0002  5.873297E-0004  9.814852E-0001 -1.562539E-0003
   40  5.743491E+0005  5.271533E+0002  5.873297E-0004  9.810104E-0001 -1.562735E-0003
   41  5.748664E+0005  5.274572E+0002  5.874477E-0004  9.805356E-0001 -1.562225E-0003
   42  5.753838E+0005  5.277610E+0002  5.873297E-0004  9.800609E-0001 -1.562539E-0003
   43  5.759011E+0005  5.280649E+0002  5.873297E-0004  9.795861E-0001 -1.562539E-0003
   44  5.764184E+0005  5.283688E+0002  5.874477E-0004  9.791113E-0001 -1.562422E-0003
   45  5.769357E+0005  5.286726E+0002  5.873297E-0004  9.786365E-0001 -1.562735E-0003
   46  5.774530E+0005  5.289764E+0002  5.873297E-0004  9.781618E-0001 -1.562539E-0003
   47  5.779703E+0005  5.292803E+0002  5.874477E-0004  9.776870E-0001 -1.562225E-0003
   48  5.784876E+0005  5.295842E+0002  5.873297E-0004  9.772122E-0001 -1.562735E-0003
   49  5.790049E+0005  5.298881E+0002  5.874477E-0004  9.767374E-0001 -1.562225E-0003
   50  5.795223E+0005  5.301919E+0002  5.873297E-0004  9.762627E-0001 -1.562539E-0003
   51  5.800396E+0005  5.304958E+0002  5.874477E-0004  9.757879E-0001 -1.562422E-0003
   52  5.805569E+0005  5.307996E+0002  5.873297E-0004  9.753131E-0001 -1.562539E-0003
   53  5.810742E+0005  5.311035E+0002  5.874477E-0004  9.748383E-0001 -1.562422E-0003
   54  5.815915E+0005  5.314073E+0002  5.873297E-0004  9.743635E-0001 -1.562735E-0003
   55  5.821088E+0005  5.317112E+0002  5.874477E-0004  9.738887E-0001 -1.562422E-0003
   56  5.826261E+0005  5.320151E+0002  5.873297E-0004  9.734139E-0001 -1.562735E-0003
   57  5.831434E+0005  5.323190E+0002  5.874477E-0004  9.729391E-0001 -1.562225E-0003
   58  5.836608E+0005  5.326228E+0002  5.873297E-0004  9.724643E-0001 -1.562735E-0003
   59  5.841781E+0005  5.329267E+0002  5.874477E-0004  9.719896E-0001 -1.562225E-0003
   60  5.846954E+0005  5.332305E+0002  5.873297E-0004  9.715148E-0001 -1.562735E-0003
   61  5.852127E+0005  5.335344E+0002  5.874477E-0004  9.710400E-0001 -1.562422E-0003
   62  5.857300E+0005  5.338383E+0002  5.873297E-0004  9.705651E-0001 -1.562735E-0003
   63  5.862473E+0005  5.341422E+0002  5.874477E-0004  9.700904E-0001 -1.562225E-0003
   64  5.867646E+0005  5.344460E+0002  5.874477E-0004  9.696156E-0001 -1.562422E-0003
   65  5.872819E+0005  5.347499E+0002  5.873297E-0004  9.691408E-0001 -1.562735E-0003
   66  5.877993E+0005  5.350538E+0002  5.874477E-0004  9.686660E-0001 -1.562422E-0003
   67  5.883166E+0005  5.353577E+0002  5.874477E-0004  9.681911E-0001 -1.562422E-0003
   68  5.888339E+0005  5.356616E+0002  5.874477E-0004  9.677163E-0001 -1.562422E-0003
   69  5.893512E+0005  5.359654E+0002  5.873297E-0004  9.672415E-0001 -1.562735E-0003
   70  5.898685E+0005  5.362693E+0002  5.874477E-0004  9.667667E-0001 -1.562422E-0003
   71  5.903858E+0005  5.365732E+0002  5.874477E-0004  9.662919E-0001 -1.562422E-0003
   72  5.909031E+0005  5.368771E+0002  5.874477E-0004  9.658171E-0001 -1.562422E-0003
   73  5.914204E+0005  5.371809E+0002  5.873297E-0004  9.653423E-0001 -1.562735E-0003
   74  5.919378E+0005  5.374848E+0002  5.874477E-0004  9.648675E-0001 -1.562422E-0003
   75  5.924551E+0005  5.377887E+0002  5.874477E-0004  9.643927E-0001 -1.562225E-0003
   76  5.929724E+0005  5.380925E+0002  5.873297E-0004  9.639179E-0001 -1.562735E-0003
   77  5.934897E+0005  5.383964E+0002  5.874477E-0004  9.634430E-0001 -1.562618E-0003
   78  5.940070E+0005  5.387003E+0002  5.874477E-0004  9.629682E-0001 -1.562422E-0003
   79  5.945243E+0005  5.390042E+0002  5.874477E-0004  9.624934E-0001 -1.562618E-0003
   80  5.950416E+0005  5.393081E+0002  5.874477E-0004  9.620185E-0001 -1.562422E-0003
   81  5.955589E+0005  5.396120E+0002  5.874477E-0004  9.615437E-0001 -1.562422E-0003
   82  5.960763E+0005  5.399159E+0002  5.874477E-0004  9.610689E-0001 -1.562422E-0003
   83  5.965936E+0005  5.402198E+0002  5.874477E-0004  9.605941E-0001 -1.562422E-0003
   84  5.971109E+0005  5.405237E+0002  5.874477E-0004  9.601192E-0001 -1.562618E-0003
   85  5.976282E+0005  5.408276E+0002  5.874477E-0004  9.596444E-0001 -1.562422E-0003
   86  5.981455E+0005  5.411314E+0002  5.873297E-0004  9.591696E-0001 -1.562932E-0003
