
    1  6.024778E+0005  5.603956E+0002  8.279830E-0004  9.998671E-0001 -3.360183E-0004
    2  6.029555E+0005  5.607911E+0002  8.279830E-0004  9.997342E-0001 -3.360183E-0004
    3  6.034333E+0005  5.611743E+0002  8.019208E-0004  9.995673E-0001 -4.354625E-0004
    4  6.039110E+0005  5.615435E+0002  7.727926E-0004  9.993626E-0001 -5.545532E-0004
    5  6.043888E+0005  5.619127E+0002  7.727926E-0004  9.991578E-0001 -5.545532E-0004
    6  6.048665E+0005  5.622818E+0002  7.726648E-0004  9.989531E-0001 -5.546449E-0004
    7  6.053443E+0005  5.626510E+0002  7.727926E-0004  9.987483E-0001 -5.547146E-0004
    8  6.058220E+0005  5.630202E+0002  7.727926E-0004  9.985436E-0001 -5.545532E-0004
    9  6.062998E+0005  5.633894E+0002  7.727926E-0004  9.983388E-0001 -5.545532E-0004
   10  6.067775E+0005  5.637585E+0002  7.726648E-0004  9.981341E-0001 -5.546449E-0004
   11  6.072553E+0005  5.641277E+0002  7.727926E-0004  9.979293E-0001 -5.545532E-0004
   12  6.077330E+0005  5.644969E+0002  7.727926E-0004  9.977247E-0001 -5.543918E-0004
   13  6.082108E+0005  5.648661E+0002  7.726648E-0004  9.975199E-0001 -5.546449E-0004
   14  6.086885E+0005  5.652353E+0002  7.727926E-0004  9.973152E-0001 -5.545532E-0004
   15  6.091663E+0005  5.656045E+0002  7.727926E-0004  9.971104E-0001 -5.545532E-0004
   16  6.096440E+0005  5.659738E+0002  7.729203E-0004  9.969056E-0001 -5.546229E-0004
   17  6.101218E+0005  5.663429E+0002  7.726648E-0004  9.967009E-0001 -5.544834E-0004
   18  6.105995E+0005  5.667121E+0002  7.727926E-0004  9.964962E-0001 -5.545532E-0004
   19  6.110773E+0005  5.670813E+0002  7.727926E-0004  9.962915E-0001 -5.545532E-0004
   20  6.115550E+0005  5.674505E+0002  7.727926E-0004  9.960867E-0001 -5.545532E-0004
   21  6.120328E+0005  5.678196E+0002  7.726648E-0004  9.958820E-0001 -5.546449E-0004
   22  6.125105E+0005  5.681888E+0002  7.727926E-0004  9.956772E-0001 -5.545532E-0004
   23  6.129883E+0005  5.685580E+0002  7.727926E-0004  9.954725E-0001 -5.545532E-0004
